service_id,date,exception_type
1414743,20260410,1
1414743,20260413,1
1414743,20260414,1
1414743,20260415,1
1414743,20260416,1
1414743,20260417,1
1414743,20260504,1
1414743,20260505,1
1414744,20260408,1
1414744,20260409,1
1414744,20260410,1
1414744,20260413,1
1414744,20260414,1
1414744,20260415,1
1414744,20260416,1
1414744,20260417,1
1414744,20260504,1
1414744,20260505,1
1414745,20260408,1
1414745,20260409,1
1414745,20260410,1
1414745,20260413,1
1414745,20260414,1
1414745,20260415,1
1414745,20260416,1
1414745,20260417,1
1414745,20260504,1
1414745,20260505,1
1414746,20260408,1
1414746,20260409,1
1414746,20260410,1
1414746,20260413,1
1414746,20260414,1
1414746,20260415,1
1414746,20260416,1
1414746,20260417,1
1414746,20260504,1
1414746,20260505,1
1414747,20260408,1
1414747,20260409,1
1414747,20260410,1
1414747,20260413,1
1414747,20260414,1
1414747,20260415,1
1414747,20260416,1
1414747,20260417,1
1414747,20260504,1
1414747,20260505,1
1414748,20260408,1
1414748,20260409,1
1414748,20260410,1
1414748,20260413,1
1414748,20260414,1
1414748,20260415,1
1414748,20260416,1
1414748,20260417,1
1414748,20260504,1
1414748,20260505,1
1414749,20260408,1
1414749,20260409,1
1414749,20260410,1
1414749,20260413,1
1414749,20260414,1
1414749,20260415,1
1414749,20260416,1
1414749,20260417,1
1414749,20260504,1
1414749,20260505,1
1414750,20260408,1
1414750,20260409,1
1414750,20260410,1
1414750,20260413,1
1414750,20260414,1
1414750,20260415,1
1414750,20260416,1
1414750,20260417,1
1414750,20260504,1
1414750,20260505,1
1414751,20260408,1
1414751,20260409,1
1414751,20260410,1
1414751,20260413,1
1414751,20260414,1
1414751,20260415,1
1414751,20260416,1
1414751,20260417,1
1414751,20260504,1
1414751,20260505,1
1414752,20260408,1
1414752,20260409,1
1414752,20260410,1
1414752,20260413,1
1414752,20260414,1
1414752,20260415,1
1414752,20260416,1
1414752,20260417,1
1414752,20260504,1
1414752,20260505,1
1414753,20260408,1
1414753,20260409,1
1414753,20260410,1
1414753,20260413,1
1414753,20260414,1
1414753,20260415,1
